optionsetid,optionvalue,,sort_order
2,V293 Motorcycle rider [any] injured in unspecified nontraffic accident,,10025
2,V294 Driver injured in collision with other and unspecified motor vehicles in traffic accident,,10026
2,V295 Passenger injured in collision with other and unspecified motor vehicles in traffic accident,,10027
2,V296 Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,,10028
2,V298 Motorcycle rider [any] injured in other specified transport accidents,,10029
2,V299 Motorcycle rider [any] injured in unspecified traffic accident,,10030
2,V30 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,,10031
2,"V300 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, driver, nontraffic accident",,10032
2,"V301 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, passenger, nontraffic accident",,10033
2,"V302 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, person on outside of vehicle, nontraffic accident",,10034
2,"V303 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",,10035
2,"V304 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, while boarding or alighting",,10036
2,"V305 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, driver, traffic accident",,10037
2,"V306 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, passenger, traffic accident",,10038
2,"V307 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, person on outside of vehicle, traffic accident",,10039
2,"V309 Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, unspecified occupant of three-wheeled motor vehicle, traffic accident",,10040
2,V31 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,,10041
2,"V310 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, driver, nontraffic accident",,10042
2,"V311 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, passenger, nontraffic accident",,10043
2,"V312 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, person on outside of vehicle, nontraffic accident",,10044
2,"V313 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",,10045
2,"V314 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, while boarding or alighting",,10046
2,"V315 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, driver, traffic accident",,10047
2,"V316 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, passenger, traffic accident",,10048
2,"V317 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, person on outside of vehicle, traffic accident",,10049
2,"V319 Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, unspecified occupant of three-wheeled motor vehicle, traffic accident",,10050
2,V32 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle,,10051
2,"V320 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident",,10052
2,"V321 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident",,10053
2,"V322 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident",,10054
2,"V323 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",,10055
2,"V324 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting",,10056
2,"V325 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident",,10057
2,"V326 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident",,10058
2,"V327 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident",,10059
2,"V329 Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident",,10060
2,"V33 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van",,10061
2,"V330 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, driver, nontraffic accident",,10062
2,"V331 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger, nontraffic accident",,10063
2,"V332 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident",,10064
2,"V333 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",,10065
2,"V334 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, while boarding or alighting",,10066
2,"V335 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, driver, traffic accident",,10067
2,"V336 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger, traffic accident",,10068
2,"V337 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident",,10069
2,"V339 Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle, traffic accident",,10070
2,V34 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus,,10071
2,"V340 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver, nontraffic accident",,10072
2,"V341 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident",,10073
2,"V342 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident",,10074
2,"V343 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",,10075
2,"V344 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, while boarding or alighting",,10076
2,"V345 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver, traffic accident",,10077
2,"V346 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger, traffic accident",,10078
2,"V347 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident",,10079
2,"V349 Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of three-wheeled motor vehicle, traffic accident",,10080
2,V35 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle,,10081
2,"V350 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver, nontraffic accident",,10082
2,"V351 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger, nontraffic accident",,10083
2,"V352 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident",,10084
2,"V353 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",,10085
2,"V354 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, while boarding or alighting",,10086
2,"V355 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver, traffic accident",,10087
2,"V356 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger, traffic accident",,10088
2,"V357 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident",,10089
2,"V359 Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident",,10090
2,V36 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle,,10091
2,"V360 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, nontraffic accident",,10092
2,"V361 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, nontraffic accident",,10093
2,"V362 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident",,10094
2,"V363 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",,10095
2,"V364 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, while boarding or alighting",,10096
2,"V365 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver, traffic accident",,10097
2,"V366 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger, traffic accident",,10098
2,"V367 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident",,10099
2,"V369 Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle, traffic accident",,10100
2,V37 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object,,10101
2,"V370 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver, nontraffic accident",,10102
2,"V371 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, nontraffic accident",,10103
2,"V372 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident",,10104
2,"V373 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",,10105
2,"V374 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, while boarding or alighting",,10106
2,"V375 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver, traffic accident",,10107
2,"V376 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger, traffic accident",,10108
2,"V377 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident",,10109
2,"V379 Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle, traffic accident",,10110
2,V38 Occupant of three-wheeled motor vehicle injured in noncollision transport accident,,10111
2,"V380 Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, nontraffic accident",,10112
2,"V381 Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, nontraffic accident",,10113
2,"V382 Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident",,10114
2,"V383 Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",,10115
2,"V384 Occupant of three-wheeled motor vehicle injured in noncollision transport accident, while boarding or alighting",,10116
2,"V385 Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, traffic accident",,10117
2,"V386 Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, traffic accident",,10118
2,"V387 Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, traffic accident",,10119
2,"V389 Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, traffic accident",,10120
2,V39 Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents,,10121
2,V390 Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,,10122
2,V391 Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,,10123
2,V392 Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident,,10124
2,V393 Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident,,10125
2,V394 Driver injured in collision with other and unspecified motor vehicles in traffic accident,,10126
2,V395 Passenger injured in collision with other and unspecified motor vehicles in traffic accident,,10127
2,V396 Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident,,10128
2,V398 Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents,,10129
2,V399 Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident,,10130
2,V40 Car occupant injured in collision with pedestrian or animal,,10131
2,"V400 Car occupant injured in collision with pedestrian or animal, driver, nontraffic accident",,10132
2,"V401 Car occupant injured in collision with pedestrian or animal, passenger, nontraffic accident",,10133
2,"V402 Car occupant injured in collision with pedestrian or animal, person on outside of vehicle, nontraffic accident",,10134
2,"V403 Car occupant injured in collision with pedestrian or animal, unspecified car occupant, nontraffic accident",,10135
2,"V404 Car occupant injured in collision with pedestrian or animal, while boarding or alighting",,10136
2,"V405 Car occupant injured in collision with pedestrian or animal, driver, traffic accident",,10137
2,"V406 Car occupant injured in collision with pedestrian or animal, passenger, traffic accident",,10138
2,"V407 Car occupant injured in collision with pedestrian or animal, person on outside of vehicle, traffic accident",,10139
2,"V409 Car occupant injured in collision with pedestrian or animal, unspecified car occupant, traffic accident",,10140
2,V41 Car occupant injured in collision with pedal cycle,,10141
2,"V410 Car occupant injured in collision with pedal cycle, driver, nontraffic accident",,10142
2,"V411 Car occupant injured in collision with pedal cycle, passenger, nontraffic accident",,10143
2,"V412 Car occupant injured in collision with pedal cycle, person on outside of vehicle, nontraffic accident",,10144
2,"V413 Car occupant injured in collision with pedal cycle, unspecified car occupant, nontraffic accident",,10145
2,"V414 Car occupant injured in collision with pedal cycle, while boarding or alighting",,10146
2,"V415 Car occupant injured in collision with pedal cycle, driver, traffic accident",,10147
2,"V416 Car occupant injured in collision with pedal cycle, passenger, traffic accident",,10148
2,"V417 Car occupant injured in collision with pedal cycle, person on outside of vehicle, traffic accident",,10149
2,"V419 Car occupant injured in collision with pedal cycle, unspecified car occupant, traffic accident",,10150
2,V42 Car occupant injured in collision with two- or three-wheeled motor vehicle,,10151
2,"V420 Car occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident",,10152
2,"V421 Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident",,10153
2,"V422 Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident",,10154
2,"V423 Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant, nontraffic accident",,10155
2,"V424 Car occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting",,10156
2,"V425 Car occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident",,10157
2,"V426 Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident",,10158
2,"V427 Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident",,10159
2,"V429 Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant, traffic accident",,10160
2,"V43 Car occupant injured in collision with car, pick-up truck or van",,10161
2,"V430 Car occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident",,10162
2,"V431 Car occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident",,10163
2,"V432 Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident",,10164
2,"V433 Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant, nontraffic accident",,10165
2,"V434 Car occupant injured in collision with car, pick-up truck or van, while boarding or alighting",,10166
2,"V435 Car occupant injured in collision with car, pick-up truck or van, driver, traffic accident",,10167
2,"V436 Car occupant injured in collision with car, pick-up truck or van, passenger, traffic accident",,10168
2,"V437 Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident",,10169
2,"V439 Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant, traffic accident",,10170
2,V44 Car occupant injured in collision with heavy transport vehicle or bus,,10171
2,"V440 Car occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident",,10172
2,"V441 Car occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident",,10173
2,"V442 Car occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident",,10174
2,"V443 Car occupant injured in collision with heavy transport vehicle or bus, unspecified car occupant, nontraffic accident",,10175
2,"V444 Car occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting",,10176
2,"V445 Car occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident",,10177
2,"V446 Car occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident",,10178
2,"V447 Car occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident",,10179
2,"V449 Car occupant injured in collision with heavy transport vehicle or bus, unspecified car occupant, traffic accident",,10180
2,V45 Car occupant injured in collision with railway train or railway vehicle,,10181
2,"V450 Car occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident",,10182
2,"V451 Car occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident",,10183
2,"V452 Car occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident",,10184
2,"V453 Car occupant injured in collision with railway train or railway vehicle, unspecified car occupant, nontraffic accident",,10185
2,"V454 Car occupant injured in collision with railway train or railway vehicle, while boarding or alighting",,10186
2,"V455 Car occupant injured in collision with railway train or railway vehicle, driver, traffic accident",,10187
2,"V456 Car occupant injured in collision with railway train or railway vehicle, passenger, traffic accident",,10188
2,"V457 Car occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident",,10189
2,"V459 Car occupant injured in collision with railway train or railway vehicle, unspecified car occupant, traffic accident",,10190
2,V46 Car occupant injured in collision with other nonmotor vehicle,,10191
2,"V460 Car occupant injured in collision with other nonmotor vehicle, driver, nontraffic accident",,10192
2,"V461 Car occupant injured in collision with other nonmotor vehicle, passenger, nontraffic accident",,10193
2,"V462 Car occupant injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident",,10194
2,"V463 Car occupant injured in collision with other nonmotor vehicle, unspecified car occupant, nontraffic accident",,10195
2,"V464 Car occupant injured in collision with other nonmotor vehicle, while boarding or alighting",,10196
2,"V465 Car occupant injured in collision with other nonmotor vehicle, driver, traffic accident",,10197
2,"V466 Car occupant injured in collision with other nonmotor vehicle, passenger, traffic accident",,10198
2,"V467 Car occupant injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident",,10199
2,"V469 Car occupant injured in collision with other nonmotor vehicle, unspecified car occupant, traffic accident",,10200
2,V47 Car occupant injured in collision with fixed or stationary object,,10201
2,"V470 Car occupant injured in collision with fixed or stationary object, driver, nontraffic accident",,10202
2,"V471 Car occupant injured in collision with fixed or stationary object, passenger, nontraffic accident",,10203
2,"V472 Car occupant injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident",,10204
2,"V473 Car occupant injured in collision with fixed or stationary object, unspecified car occupant, nontraffic accident",,10205
2,"V474 Car occupant injured in collision with fixed or stationary object, while boarding or alighting",,10206
2,"V475 Car occupant injured in collision with fixed or stationary object, driver, traffic accident",,10207
2,"V476 Car occupant injured in collision with fixed or stationary object, passenger, traffic accident",,10208
2,"V477 Car occupant injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident",,10209
2,"V479 Car occupant injured in collision with fixed or stationary object, unspecified car occupant, traffic accident",,10210
2,V48 Car occupant injured in noncollision transport accident,,10211
2,"V480 Car occupant injured in noncollision transport accident, driver, nontraffic accident",,10212
2,"V481 Car occupant injured in noncollision transport accident, passenger, nontraffic accident",,10213
2,"V482 Car occupant injured in noncollision transport accident, person on outside of vehicle, nontraffic accident",,10214
2,"V483 Car occupant injured in noncollision transport accident, unspecified car occupant, nontraffic accident",,10215
2,"V484 Car occupant injured in noncollision transport accident, while boarding or alighting",,10216
2,"V485 Car occupant injured in noncollision transport accident, driver, traffic accident",,10217
2,"V486 Car occupant injured in noncollision transport accident, passenger, traffic accident",,10218
2,"V487 Car occupant injured in noncollision transport accident, person on outside of vehicle, traffic accident",,10219
2,"V489 Car occupant injured in noncollision transport accident, unspecified car occupant, traffic accident",,10220
2,V49 Car occupant injured in other and unspecified transport accidents,,10221
2,V490 Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,,10222
2,V491 Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,,10223
2,V492 Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident,,10224
2,V493 Car occupant [any] injured in unspecified nontraffic accident,,10225
2,V494 Driver injured in collision with other and unspecified motor vehicles in traffic accident,,10226
2,V495 Passenger injured in collision with other and unspecified motor vehicles in traffic accident,,10227
2,V496 Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident,,10228
2,V498 Car occupant [any] injured in other specified transport accidents,,10229
2,V499 Car occupant [any] injured in unspecified traffic accident,,10230
2,V50 Occupant of pick-up truck or van injured in collision with pedestrian or animal,,10231
2,"V500 Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver, nontraffic accident",,10232
2,"V501 Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger, nontraffic accident",,10233
2,"V502 Occupant of pick-up truck or van injured in collision with pedestrian or animal, person on outside of vehicle, nontraffic accident",,10234
2,"V503 Occupant of pick-up truck or van injured in collision with pedestrian or animal, unspecified occupant of pick-up truck or van, nontraffic accident",,10235
2,"V504 Occupant of pick-up truck or van injured in collision with pedestrian or animal, while boarding or alighting",,10236
2,"V505 Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver, traffic accident",,10237
2,"V506 Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger, traffic accident",,10238
2,"V507 Occupant of pick-up truck or van injured in collision with pedestrian or animal, person on outside of vehicle, traffic accident",,10239
2,"V509 Occupant of pick-up truck or van injured in collision with pedestrian or animal, unspecified occupant of pick-up truck or van, traffic accident",,10240
2,V51 Occupant of pick-up truck or van injured in collision with pedal cycle,,10241
2,"V510 Occupant of pick-up truck or van injured in collision with pedal cycle, driver, nontraffic accident",,10242
2,"V511 Occupant of pick-up truck or van injured in collision with pedal cycle, passenger, nontraffic accident",,10243
2,"V512 Occupant of pick-up truck or van injured in collision with pedal cycle, person on outside of vehicle, nontraffic accident",,10244
2,"V513 Occupant of pick-up truck or van injured in collision with pedal cycle, unspecified occupant of pick-up truck or van, nontraffic accident",,10245
2,"V514 Occupant of pick-up truck or van injured in collision with pedal cycle, while boarding or alighting",,10246
2,"V515 Occupant of pick-up truck or van injured in collision with pedal cycle, driver, traffic accident",,10247
2,"V516 Occupant of pick-up truck or van injured in collision with pedal cycle, passenger, traffic accident",,10248
2,"V517 Occupant of pick-up truck or van injured in collision with pedal cycle, person on outside of vehicle, traffic accident",,10249
2,"V519 Occupant of pick-up truck or van injured in collision with pedal cycle, unspecified occupant of pick-up truck or van, traffic accident",,10250
2,V52 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle,,10251
2,"V520 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident",,10252
2,"V521 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident",,10253
2,"V522 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident",,10254
2,"V523 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of pick-up truck or van, nontraffic accident",,10255
2,"V524 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting",,10256
2,W00 Fall on same level involving ice and snow,,10709
2,"V525 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident",,10257
2,"V526 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident",,10258
2,"V527 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident",,10259
2,"V529 Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of pick-up truck or van, traffic accident",,10260
2,"V53 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van",,10261
2,"V530 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, driver, nontraffic accident",,10262
2,"V531 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, passenger, nontraffic accident",,10263
2,"V532 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident",,10264
2,"V533 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, unspecified occupant of pick-up truck or van, nontraffic accident",,10265
2,"V534 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, while boarding or alighting",,10266
2,"V535 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, driver, traffic accident",,10267
2,"V536 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, passenger, traffic accident",,10268
2,"V537 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident",,10269
2,"V539 Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, unspecified occupant of pick-up truck or van, traffic accident",,10270
2,V54 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,,10271
2,"V540 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, nontraffic accident",,10272
2,"V541 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident",,10273
2,"V542 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident",,10274
2,"V543 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pick-up truck or van, nontraffic accident",,10275
2,"V544 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, while boarding or alighting",,10276
2,"V545 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver, traffic accident",,10277
2,"V546 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger, traffic accident",,10278
2,"V547 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident",,10279
2,"V549 Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pick-up truck or van, traffic accident",,10280
2,V55 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle,,10281
2,"V550 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, driver, nontraffic accident",,10282
2,"V551 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, passenger, nontraffic accident",,10283
2,"V552 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident",,10284
2,"V553 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, unspecified occupant of pick-up truck or van, nontraffic accident",,10285
2,"V554 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, while boarding or alighting",,10286
2,"V555 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, driver, traffic accident",,10287
2,"V556 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, passenger, traffic accident",,10288
2,"V557 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident",,10289
2,"V559 Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, unspecified occupant of pick-up truck or van, traffic accident",,10290
2,V56 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle,,10291
2,"V560 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, driver, nontraffic accident",,10292
2,"V561 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, passenger, nontraffic accident",,10293
2,"V562 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident",,10294
2,"V563 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pick-up truck or van, nontraffic accident",,10295
2,"V564 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, while boarding or alighting",,10296
2,"V565 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, driver, traffic accident",,10297
2,"V566 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, passenger, traffic accident",,10298
2,"V567 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident",,10299
2,"V569 Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pick-up truck or van, traffic accident",,10300
2,V57 Occupant of pick-up truck or van injured in collision with fixed or stationary object,,10301
2,"V570 Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver, nontraffic accident",,10302
2,"V571 Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger, nontraffic accident",,10303
